,genre
30,http://fr.dbpedia.org/resource/Speed_metal
31,http://fr.dbpedia.org/resource/Rock_indépendant
32,http://fr.dbpedia.org/resource/Pagan_metal
33,http://fr.dbpedia.org/resource/Black_metal
34,http://fr.dbpedia.org/resource/Death_metal
35,"Metalcore, metal progressif, metal chrétien,"
36,"Jazz, Cariocas"
37,http://fr.dbpedia.org/resource/Hip-hop
38,http://fr.dbpedia.org/resource/Rap
39,chanson française
40,http://fr.dbpedia.org/resource/Psyché_folk
41,http://fr.dbpedia.org/resource/Musique_tzigane
42,http://fr.dbpedia.org/resource/Folk
43,http://fr.dbpedia.org/resource/New_wave_(musique)
44,http://fr.dbpedia.org/resource/Khyal
45,http://fr.dbpedia.org/resource/Musique_hindoustanie
46,http://fr.dbpedia.org/resource/Country_rock
47,http://fr.dbpedia.org/resource/Rock_psychédélique
48,http://fr.dbpedia.org/resource/Garage_(musique)
49,http://fr.dbpedia.org/resource/Garage_punk
50,http://fr.dbpedia.org/resource/House_music
51,http://fr.dbpedia.org/resource/Garage_house
52,http://fr.dbpedia.org/resource/Deep_house
53,http://fr.dbpedia.org/resource/Rock
54,http://fr.dbpedia.org/resource/Crunk
55,http://fr.dbpedia.org/resource/Dirty_south
56,http://fr.dbpedia.org/resource/Gangsta_rap
57,http://fr.dbpedia.org/resource/Dance
58,http://fr.dbpedia.org/resource/House_(musique)
59,http://fr.dbpedia.org/resource/R'n'B_contemporain
60,http://fr.dbpedia.org/resource/Musique_country
61,http://fr.dbpedia.org/resource/Blues_rock
62,http://fr.dbpedia.org/resource/Hard_rock
63,http://fr.dbpedia.org/resource/Gothic_metal
64,http://fr.dbpedia.org/resource/Ambient
65,http://fr.dbpedia.org/resource/Darkwave
66,http://fr.dbpedia.org/resource/Disco
67,http://fr.dbpedia.org/resource/Musique_tunisienne
68,"Dance, electro, gabber, happy hardcore, trance"
69,http://fr.dbpedia.org/resource/Nu_metal
70,http://fr.dbpedia.org/resource/Metal_alternatif
71,Acoustique / folk
72,http://fr.dbpedia.org/resource/Zouk
73,http://fr.dbpedia.org/resource/Synthpop
74,http://fr.dbpedia.org/resource/Rap_hardcore
75,http://fr.dbpedia.org/resource/Stoner_rock
76,http://fr.dbpedia.org/resource/Cold_wave
77,http://fr.dbpedia.org/resource/Easy_listening
78,http://fr.dbpedia.org/resource/Trip_hop
79,http://fr.dbpedia.org/resource/Électronica
80,http://fr.dbpedia.org/resource/RnB_contemporain
81,http://fr.dbpedia.org/resource/Pop-rap
82,http://fr.dbpedia.org/resource/Underground_(culture)
83,"turntablism, electro, hip-hop, rap"
84,http://fr.dbpedia.org/resource/Visual_kei
85,http://fr.dbpedia.org/resource/Rock_'n'_roll
86,http://fr.dbpedia.org/resource/Big_band
87,http://fr.dbpedia.org/resource/Dixieland
88,http://fr.dbpedia.org/resource/Swing_(musique)
89,http://fr.dbpedia.org/resource/Rock’n’roll
90,http://fr.dbpedia.org/resource/Rock_progressif
91,http://fr.dbpedia.org/resource/Pop_musique
92,http://fr.dbpedia.org/resource/MPB
93,Rock
94,http://fr.dbpedia.org/resource/Danse-théâtre
95,http://fr.dbpedia.org/resource/Ragga
96,http://fr.dbpedia.org/resource/Eurodance
97,http://fr.dbpedia.org/resource/Dancehall_reggae
98,http://fr.dbpedia.org/resource/Musique_électronique
99,http://fr.dbpedia.org/resource/Chiptune
100,http://fr.dbpedia.org/resource/Techno
101,http://fr.dbpedia.org/resource/Dubstep
102,http://fr.dbpedia.org/resource/Electro_house
103,http://fr.dbpedia.org/resource/Musique_improvisée
104,http://fr.dbpedia.org/resource/Indie_rock
105,http://fr.dbpedia.org/resource/Musique_bretonne
106,http://fr.dbpedia.org/resource/Fest-noz
107,http://fr.dbpedia.org/resource/Electronicore
108,http://fr.dbpedia.org/resource/Screamo
109,http://fr.dbpedia.org/resource/Punk_rock
110,http://fr.dbpedia.org/resource/Post-hardcore
111,http://fr.dbpedia.org/resource/Zouglou
112,http://fr.dbpedia.org/resource/Ballade
113,http://fr.dbpedia.org/resource/Chanson_française
114,http://fr.dbpedia.org/resource/Indie_pop
115,http://fr.dbpedia.org/resource/Acid_rock
116,http://fr.dbpedia.org/resource/Reggae_fusion
117,http://fr.dbpedia.org/resource/Alternative_rock
118,http://fr.dbpedia.org/resource/Rap_politique
119,http://fr.dbpedia.org/resource/Forró
120,http://fr.dbpedia.org/resource/Punk_hardcore
121,http://fr.dbpedia.org/resource/Oï!
122,http://fr.dbpedia.org/resource/Trash_metal
123,http://fr.dbpedia.org/resource/Musique_de_variétés
124,http://fr.dbpedia.org/resource/Éthio-jazz
125,http://fr.dbpedia.org/resource/Rock_gothique
126,http://fr.dbpedia.org/resource/Pop_rock
127,http://fr.dbpedia.org/resource/Musique_expérimentale
128,http://fr.dbpedia.org/resource/Post-rock
129,http://fr.dbpedia.org/resource/Poésie
130,http://fr.dbpedia.org/resource/Country
131,http://fr.dbpedia.org/resource/Rock_chrétien
132,http://fr.dbpedia.org/resource/Pop_punk
133,http://fr.dbpedia.org/resource/Death_mélodique
134,http://fr.dbpedia.org/resource/Metalcore
135,http://fr.dbpedia.org/resource/Deathcore
136,http://fr.dbpedia.org/resource/Dance_pop
137,http://fr.dbpedia.org/resource/J-pop
138,http://fr.dbpedia.org/resource/Jazz-rock_fusion
139,http://fr.dbpedia.org/resource/Musique_classique
140,http://fr.dbpedia.org/resource/Electro-funk
141,http://fr.dbpedia.org/resource/Rock_adulte
142,http://fr.dbpedia.org/resource/Cantopop
143,http://fr.dbpedia.org/resource/Mandopop
144,http://fr.dbpedia.org/resource/Cpop
145,http://fr.dbpedia.org/resource/Rock_chinois
146,Chanson française
147,Jazz
148,http://fr.dbpedia.org/resource/Chanson_bretonne
149,http://fr.dbpedia.org/resource/Musique_sacrée
150,http://fr.dbpedia.org/resource/Rock_(musique)
151,http://fr.dbpedia.org/resource/Samba_(musique)
152,http://fr.dbpedia.org/resource/Glam_rock
153,http://fr.dbpedia.org/resource/Rap_français
154,http://fr.dbpedia.org/resource/Rap_francais
155,http://fr.dbpedia.org/resource/Piano_rock
156,http://fr.dbpedia.org/resource/Rap_West_Coast
157,http://fr.dbpedia.org/resource/Rock_japonais
158,http://fr.dbpedia.org/resource/Indie
159,http://fr.dbpedia.org/resource/Reggae
160,http://fr.dbpedia.org/resource/Dancehall
161,http://fr.dbpedia.org/resource/Musique_carnatique
162,http://fr.dbpedia.org/resource/Bebop
163,http://fr.dbpedia.org/resource/Cool_jazz
164,http://fr.dbpedia.org/resource/Rock'n_roll
165,http://fr.dbpedia.org/resource/Satire
166,http://fr.dbpedia.org/resource/Chansonnier_(humoriste)
167,http://fr.dbpedia.org/resource/Humour
168,jazz manouche
169,http://fr.dbpedia.org/resource/Downtempo
170,http://fr.dbpedia.org/resource/Pop_metal
171,http://fr.dbpedia.org/resource/Glam_metal
172,http://fr.dbpedia.org/resource/Ska_punk
173,http://fr.dbpedia.org/resource/Street_punk
174,http://fr.dbpedia.org/resource/Oi!
175,http://fr.dbpedia.org/resource/Electronique
176,http://fr.dbpedia.org/resource/Hip-hop_au_Japon
177,Scène française
178,http://fr.dbpedia.org/resource/Música_popular_brasileira
179,http://fr.dbpedia.org/resource/Pop_baroque
180,http://fr.dbpedia.org/resource/Chicago_house
181,http://fr.dbpedia.org/resource/Acid_house
182,http://fr.dbpedia.org/resource/Jpop
183,http://fr.dbpedia.org/resource/Musique_latine
184,http://fr.dbpedia.org/resource/Rock_and_roll
185,http://fr.dbpedia.org/resource/New_Age
186,http://fr.dbpedia.org/resource/Celtique
187,http://fr.dbpedia.org/resource/Rock_turc
188,http://fr.dbpedia.org/resource/Batcave
189,http://fr.dbpedia.org/resource/Bluegrass
190,http://fr.dbpedia.org/resource/Viking_metal
191,Rhythm and blues et de rock 'n' roll
192,Nu-Metal
193,http://fr.dbpedia.org/resource/Chicago_Blues
194,http://fr.dbpedia.org/resource/Balearic_beat
195,http://fr.dbpedia.org/resource/Electronica
196,http://fr.dbpedia.org/resource/Musique_de_film
197,"Blues, rhythm and blues et de rock'n roll"
198,http://fr.dbpedia.org/resource/Rock_brésilien
199,Danse tribal fusion
200,http://fr.dbpedia.org/resource/Pop-rock
201,http://fr.dbpedia.org/resource/Chorale
202,http://fr.dbpedia.org/resource/A_cappella
203,http://fr.dbpedia.org/resource/Musique_arabo-andalouse
204,http://fr.dbpedia.org/resource/Metal_industriel
205,http://fr.dbpedia.org/resource/Rock_industriel
206,http://fr.dbpedia.org/resource/Musiques_du_monde
207,http://fr.dbpedia.org/resource/Percussions
208,http://fr.dbpedia.org/resource/Goregrind
209,Opéra
210,http://fr.dbpedia.org/resource/Fusion_de_genres_musicaux
211,http://fr.dbpedia.org/resource/Old-time_music
212,http://fr.dbpedia.org/resource/Chaâbi_marocain
213,http://fr.dbpedia.org/resource/Musique_classique_iranienne
214,http://fr.dbpedia.org/resource/Metal_progressif
215,http://fr.dbpedia.org/resource/Musique_industrielle
216,http://fr.dbpedia.org/resource/Dub
217,http://fr.dbpedia.org/resource/Musique_de_jeu_vidéo
218,http://fr.dbpedia.org/resource/Trance
219,http://fr.dbpedia.org/resource/Jazz_fusion
220,http://fr.dbpedia.org/resource/Rave_(musique)
221,http://fr.dbpedia.org/resource/Technopop
222,http://fr.dbpedia.org/resource/Funk_rock
223,http://fr.dbpedia.org/resource/Rock_français
224,http://fr.dbpedia.org/resource/Electro_rock
225,http://fr.dbpedia.org/resource/Post-punk
226,http://fr.dbpedia.org/resource/Folk_rock
227,http://fr.dbpedia.org/resource/Gospel
228,http://fr.dbpedia.org/resource/Musique_arabe
229,http://fr.dbpedia.org/resource/Néoclassique_(scène_gothique)
230,http://fr.dbpedia.org/resource/Dark-folk
231,http://fr.dbpedia.org/resource/Pop_music
232,http://fr.dbpedia.org/resource/Death/doom
233,http://fr.dbpedia.org/resource/Experimental
234,http://fr.dbpedia.org/resource/Drone_doom
235,Blues et de rhythm and blues
236,http://fr.dbpedia.org/resource/Variété_française
237,Soul et R'n'B
238,http://fr.dbpedia.org/resource/J-rock
239,http://fr.dbpedia.org/resource/Afrobeat
240,http://fr.dbpedia.org/resource/Fusion
241,http://fr.dbpedia.org/resource/Psychedelic_rock
242,"Rhythm and blues, doo-wop et rock'n'roll"
243,http://fr.dbpedia.org/resource/Doo-wop
244,http://fr.dbpedia.org/resource/Spoken_word
245,http://fr.dbpedia.org/resource/Garage_rock
246,http://fr.dbpedia.org/resource/Horrorcore
247,chanson bretonne - Folk rock d'inspiration musique bretonne
248,http://fr.dbpedia.org/resource/Música_Popular_Brasileira
249,http://fr.dbpedia.org/resource/Musique_pour_enfants
250,Pop
251,http://fr.dbpedia.org/resource/Heavy_Metal_Traditionnel
252,http://fr.dbpedia.org/resource/New_jack_swing
253,http://fr.dbpedia.org/resource/Urban
254,http://fr.dbpedia.org/resource/Post-grunge
255,http://fr.dbpedia.org/resource/Alternative_metal
256,http://fr.dbpedia.org/resource/Arabo-andalou
257,http://fr.dbpedia.org/resource/Blues_français
258,http://fr.dbpedia.org/resource/Krautrock
259,http://fr.dbpedia.org/resource/Techno_de_detroit
260,http://fr.dbpedia.org/resource/Noise_rock
261,http://fr.dbpedia.org/resource/Shoegaze
262,http://fr.dbpedia.org/resource/Skate_punk
263,http://fr.dbpedia.org/resource/Punkcore_mélodique
264,http://fr.dbpedia.org/resource/Space_rock
265,http://fr.dbpedia.org/resource/Jazz_rap
266,http://fr.dbpedia.org/resource/Electro
267,"Chanson française,"
268,http://fr.dbpedia.org/resource/Us_power_metal
269,http://fr.dbpedia.org/resource/World_music
270,"Metalcore, screamo, metal chrétien, post-hardcore"
271,http://fr.dbpedia.org/resource/Groupe_ethnique
272,http://fr.dbpedia.org/resource/Musique_acoustique
273,http://fr.dbpedia.org/resource/Juifs_mizrahim
274,http://fr.dbpedia.org/resource/Musique_baroque
275,http://fr.dbpedia.org/resource/Brass_band
276,http://fr.dbpedia.org/resource/Soft_rock
277,http://fr.dbpedia.org/resource/Metal_chrétien
278,http://fr.dbpedia.org/resource/Dance-pop
279,"Jpop , électronique"
280,http://fr.dbpedia.org/resource/Rock_anglais
281,http://fr.dbpedia.org/resource/Math_rock
282,"Heavy metal, thrash metal, power metal, metal néo-classique, speed-metal"
283,http://fr.dbpedia.org/resource/Techno_minimale
284,http://fr.dbpedia.org/resource/Jazz-rock
285,Black metal
286,Variété française
287,http://fr.dbpedia.org/resource/Acid_techno
288,http://fr.dbpedia.org/resource/Salsa
289,http://fr.dbpedia.org/resource/Gangsta_funk
290,http://fr.dbpedia.org/resource/Chicano_rap
291,http://fr.dbpedia.org/resource/Rap_west_coast
292,groove metal
293,"Pop, jazz"
294,http://fr.dbpedia.org/resource/Rock'n'roll
295,http://fr.dbpedia.org/resource/Brutal_death_metal
296,http://fr.dbpedia.org/resource/Britpop
297,http://fr.dbpedia.org/resource/Electronic_body_music
298,http://fr.dbpedia.org/resource/Black_metal_symphonique
299,Soul
300,"grec, Modern Laika, pop, dance"
301,http://fr.dbpedia.org/resource/Mambo
302,http://fr.dbpedia.org/resource/Cha-cha-cha
303,http://fr.dbpedia.org/resource/Latin_jazz
304,"musique symphonique, opéra"
305,"""Terroir metal"""
306,http://fr.dbpedia.org/resource/Rhythm'n'blues
307,musique classique
308,http://fr.dbpedia.org/resource/Nu_soul
309,http://fr.dbpedia.org/resource/Breakbeat
310,http://fr.dbpedia.org/resource/Nu_jazz
311,http://fr.dbpedia.org/resource/Sludge_metal
312,http://fr.dbpedia.org/resource/Hip-house
313,http://fr.dbpedia.org/resource/Electro_hop
314,http://fr.dbpedia.org/resource/Pop(musique)
315,classique
316,http://fr.dbpedia.org/resource/Emo
317,http://fr.dbpedia.org/resource/Hardcore_mélodique
318,http://fr.dbpedia.org/resource/Rock_expérimental
319,http://fr.dbpedia.org/resource/Grunge
320,"Rap, new jack swing, RnB, reggae fusion"
321,http://fr.dbpedia.org/resource/Deep_techno
322,Rock et electro
323,http://fr.dbpedia.org/resource/Post_hardcore
324,"Variété italienne, pop-rock, italo disco, dance pop"
325,http://fr.dbpedia.org/resource/Free-jazz
326,"Dance-pop, RnB, zouk au groove"
327,http://fr.dbpedia.org/resource/Electropop
328,http://fr.dbpedia.org/resource/Intelligent_dance_music
329,http://fr.dbpedia.org/resource/Post-bop
330,http://fr.dbpedia.org/resource/Musique_brésilienne
331,"http://fr.dbpedia.org/resource/Musique_country_,_Rockabilly"
332,http://fr.dbpedia.org/resource/Musique_Folk
333,http://fr.dbpedia.org/resource/Grime
334,http://fr.dbpedia.org/resource/Enka
335,http://fr.dbpedia.org/resource/Acoustique
336,"Black metal, thrash metal"
337,http://fr.dbpedia.org/resource/Metal_symphonique
338,http://fr.dbpedia.org/resource/Rap_conscient
339,http://fr.dbpedia.org/resource/Rock_chrétien_(musique)
340,Rock festif celtique
341,http://fr.dbpedia.org/resource/Fusion_(rock)
342,http://fr.dbpedia.org/resource/Boogaloo
343,http://fr.dbpedia.org/resource/Musique_colombienne
344,http://fr.dbpedia.org/resource/Musique_du_monde
345,"Old Skool Manchester Rave Musique électronique, Big beat"
346,http://fr.dbpedia.org/resource/Shock_rock
347,http://fr.dbpedia.org/resource/Rave_music
348,http://fr.dbpedia.org/resource/New_beat
349,http://fr.dbpedia.org/resource/Hardcore_(musique_électronique)
350,http://fr.dbpedia.org/resource/Neo_soul
351,http://fr.dbpedia.org/resource/Neo-psychedelia
352,http://fr.dbpedia.org/resource/Dark_ambient
353,http://fr.dbpedia.org/resource/Musique_contemporaine
354,"Variété française,"
355,http://fr.dbpedia.org/resource/Baroque
356,http://fr.dbpedia.org/resource/Contemporain
357,http://fr.dbpedia.org/resource/Improvisation_libre
358,http://fr.dbpedia.org/resource/Noise_music
359,http://fr.dbpedia.org/resource/Japanoise
360,http://fr.dbpedia.org/resource/Dub_techno
361,http://fr.dbpedia.org/resource/Facteur_d'orgues
362,http://fr.dbpedia.org/resource/Psychédélique
363,http://fr.dbpedia.org/resource/Acid_jazz
364,http://fr.dbpedia.org/resource/J-Pop
365,http://fr.dbpedia.org/resource/Groove_metal
366,Chaabi Marocain
367,"Musique arabe, variété internationale, pop"
368,http://fr.dbpedia.org/resource/Musique_celtique
369,http://fr.dbpedia.org/resource/Nouvelle_danse_française
370,http://fr.dbpedia.org/resource/Techno_de_Detroit
371,http://fr.dbpedia.org/resource/Death_metal_technique
372,http://fr.dbpedia.org/resource/Down_tempo
373,"Salsa, cumbia, rap, funk, dub..."
374,http://fr.dbpedia.org/resource/Neue_Deutsche_Welle
375,http://fr.dbpedia.org/resource/Baroque_pop
376,"Varietés, rock, pop, beat, funk, alternative rock."
377,Romantique
378,"pop, rock, adult contemporary music"
379,http://fr.dbpedia.org/resource/Musique_instrumentale
380,http://fr.dbpedia.org/resource/Musiques_improvisées
381,http://fr.dbpedia.org/resource/Breakcore
382,http://fr.dbpedia.org/resource/Abstract_hip-hop
383,http://fr.dbpedia.org/resource/Comedy_rock
384,http://fr.dbpedia.org/resource/Italo_disco
385,http://fr.dbpedia.org/resource/Musique_folklorique
386,http://fr.dbpedia.org/resource/Musique_traditionnelle
387,"pop rock, pop punk, rock alternatif."
388,http://fr.dbpedia.org/resource/Scat
389,http://fr.dbpedia.org/resource/Rock_&_roll
390,http://fr.dbpedia.org/resource/Soul_music
391,"Black Metal Symphonic, Black Metal Mélodique, Thrash metal, blackened death metal"
392,http://fr.dbpedia.org/resource/Stoner_metal
393,http://fr.dbpedia.org/resource/Néo-prog
394,http://fr.dbpedia.org/resource/Power_noise
395,Musique électronique
396,http://fr.dbpedia.org/resource/Maloya
397,http://fr.dbpedia.org/resource/Séga
398,"Folk, jazz et soul"
399,"reggae, rocksteady, skinhead reggae"
400,"Indie rock, Pop rockOdd Pop/Robot Pop"
401,http://fr.dbpedia.org/resource/Dance_punk
402,http://fr.dbpedia.org/resource/Electro_new_wave
403,http://fr.dbpedia.org/resource/Roots_rock
404,http://fr.dbpedia.org/resource/Skiffle
405,http://fr.dbpedia.org/resource/Alt-country
406,"R&B, soul, disco, quiet storm, Motowngospel"
407,http://fr.dbpedia.org/resource/Multiples_influences
408,http://fr.dbpedia.org/resource/Hip-hop_chrétien
409,http://fr.dbpedia.org/resource/Christianisme
410,http://fr.dbpedia.org/resource/Instrumental
411,http://fr.dbpedia.org/resource/Jam_rock
412,Classique
413,http://fr.dbpedia.org/resource/Metal_néo-classique
414,http://fr.dbpedia.org/resource/Power_Metal
415,http://fr.dbpedia.org/resource/Musique_rebelle_irlandaise
416,http://fr.dbpedia.org/resource/Musique_bruitiste
417,http://fr.dbpedia.org/resource/Free_Jazz
418,http://fr.dbpedia.org/resource/Rumba
419,http://fr.dbpedia.org/resource/Opérette
420,http://fr.dbpedia.org/resource/Rockabilly
421,http://fr.dbpedia.org/resource/Horror_punk
422,http://fr.dbpedia.org/resource/Turntablism
423,http://fr.dbpedia.org/resource/Rock_symphonique
424,dancehall
425,"Pop, opéra"
426,http://fr.dbpedia.org/resource/Uplifting_trance
427,http://fr.dbpedia.org/resource/Power_metal_symphonique
428,http://fr.dbpedia.org/resource/Reggaeton
429,http://fr.dbpedia.org/resource/Dance_Music
430,Hip-hop
431,Chanson Française / Rock
432,http://fr.dbpedia.org/resource/Jazz_rock
433,http://fr.dbpedia.org/resource/Lo-fi
434,http://fr.dbpedia.org/resource/Twee_pop
435,http://fr.dbpedia.org/resource/Swing
436,http://fr.dbpedia.org/resource/Électronique
437,http://fr.dbpedia.org/resource/Latino
438,http://fr.dbpedia.org/resource/Lounge
439,http://fr.dbpedia.org/resource/Bossa_nova
440,"Electroswing, jazz manouche"
441,http://fr.dbpedia.org/resource/Metal_neo-classique
442,"Jazz et musique improvisée, musique classique"
443,http://fr.dbpedia.org/resource/Yéyé
444,http://fr.dbpedia.org/resource/Alternative_country
445,http://fr.dbpedia.org/resource/Chanson_polyphonique
446,"chansons profanes et scripturales,"
447,psaumes
448,http://fr.dbpedia.org/resource/Ghettotech
449,http://fr.dbpedia.org/resource/Power_ballad
450,http://fr.dbpedia.org/resource/Musique_cadienne
451,http://fr.dbpedia.org/resource/Coupé-décalé
452,"Rap East Coast, rap hardcore, gangsta rap, rap underground"
453,http://fr.dbpedia.org/resource/Chaâbi_algérien
454,Swing
455,"Electro, house, progressive, trance"
456,http://fr.dbpedia.org/resource/Crossover_(musique)
457,http://fr.dbpedia.org/resource/Classique
458,dance pop / funk
459,http://fr.dbpedia.org/resource/Ska
460,http://fr.dbpedia.org/resource/Cadien
461,http://fr.dbpedia.org/resource/Drum_and_bass
462,http://fr.dbpedia.org/resource/Death_metal_symphonique
463,"Rock japonais, punk rock"
464,http://fr.dbpedia.org/resource/Flamenco
465,http://fr.dbpedia.org/resource/Mélodie_(genre)
466,http://fr.dbpedia.org/resource/Chœur_(musique)
467,http://fr.dbpedia.org/resource/Musique_de_chambre
468,http://fr.dbpedia.org/resource/Orchestre
469,http://fr.dbpedia.org/resource/Piano
470,http://fr.dbpedia.org/resource/Coupé_décalé
471,Musique populaire
472,http://fr.dbpedia.org/resource/Indie-rock
473,http://fr.dbpedia.org/resource/Euro_disco
474,http://fr.dbpedia.org/resource/Electro_swing
475,"http://fr.dbpedia.org/resource/House_Vocal,_Soulful,_Electro"
476,Indie-rock
477,http://fr.dbpedia.org/resource/Drone_(musique)
478,http://fr.dbpedia.org/resource/Chansons_polyphoniques_néerlandaises
479,Chanson
480,http://fr.dbpedia.org/resource/K-pop
481,http://fr.dbpedia.org/resource/Jazz-fusion
482,http://fr.dbpedia.org/resource/Rock_US
483,"Pop, dance"
484,"Mandopop, J-fusion"
485,http://fr.dbpedia.org/resource/Reggae_burkinabé
486,http://fr.dbpedia.org/resource/Messe
487,http://fr.dbpedia.org/resource/Cantate
488,http://fr.dbpedia.org/resource/Metal_instrumental
489,http://fr.dbpedia.org/resource/Shred
490,http://fr.dbpedia.org/resource/Punk-rock
491,http://fr.dbpedia.org/resource/Western_swing
492,http://fr.dbpedia.org/resource/Americana_(musique)
493,Musique traditionnelle occitane
494,"Blues, folk rock, acoustique"
495,"Punk, rock, pop"
496,http://fr.dbpedia.org/resource/Musique_mandingue
497,http://fr.dbpedia.org/resource/Anison
498,http://fr.dbpedia.org/resource/JPop
499,http://fr.dbpedia.org/resource/Techno_hardcore
500,http://fr.dbpedia.org/resource/Gabber_(musique)
501,http://fr.dbpedia.org/resource/Pop-punk
502,"Hard rock, AOR"
503,"Rock, soul, électronique et industrielle"
504,http://fr.dbpedia.org/resource/New_rave
505,http://fr.dbpedia.org/resource/Dance-punk
506,http://fr.dbpedia.org/resource/Musique_québécoise
507,http://fr.dbpedia.org/resource/Rock_indie
508,http://fr.dbpedia.org/resource/Allemand
509,http://fr.dbpedia.org/resource/Choral
510,chanson française et néerlandaise
511,http://fr.dbpedia.org/resource/Pop_indépendante
512,http://fr.dbpedia.org/resource/Speedcore
513,http://fr.dbpedia.org/resource/J-core
514,http://fr.dbpedia.org/resource/Pop/_electro
515,http://fr.dbpedia.org/resource/Folklore
516,http://fr.dbpedia.org/resource/Symphonie
517,http://fr.dbpedia.org/resource/Poème_symphonique
518,http://fr.dbpedia.org/resource/Rap-pop
519,http://fr.dbpedia.org/resource/Latin_Jazz
520,http://fr.dbpedia.org/resource/Deathgrind
521,http://fr.dbpedia.org/resource/Music-hall
522,http://fr.dbpedia.org/resource/Pop_rap
523,Chanson / folk
524,"Pop, Teen Pop, Electropop"
525,"Punk hardcore, rock expérimental, post-hardcore, metalcore"
526,http://fr.dbpedia.org/resource/Rock_celtique
527,http://fr.dbpedia.org/resource/Zouk_(musique)
528,Death Metal
529,"R&B, urban, dance-pop, house, gospel, jazz"
530,deep house
531,http://fr.dbpedia.org/resource/Cinématographique
532,http://fr.dbpedia.org/resource/Piano_pop
533,http://fr.dbpedia.org/resource/Soul_rock
534,http://fr.dbpedia.org/resource/Folk-rock
535,http://fr.dbpedia.org/resource/Symphonic_metal
536,http://fr.dbpedia.org/resource/Dance_music
537,"Rap, folk, musiques traditionnelles maliennes"
538,Electro-Soul
539,http://fr.dbpedia.org/resource/Lied
540,"Folk, folk rock, chanson traditionnelle"
541,http://fr.dbpedia.org/resource/Jazz-funk
542,http://fr.dbpedia.org/resource/Disco-funk
543,http://fr.dbpedia.org/resource/Shoegazing
544,http://fr.dbpedia.org/resource/Go-go
545,"R&B, dance pop, boogie"
546,http://fr.dbpedia.org/resource/Teen_pop
547,http://fr.dbpedia.org/resource/Twang
548,http://fr.dbpedia.org/resource/Zeuhl
549,http://fr.dbpedia.org/resource/Cumbia
550,"Soul, pop"
551,http://fr.dbpedia.org/resource/House_progressive
552,http://fr.dbpedia.org/resource/Kayōkyoku
553,quixotic indie pop
554,"Hard rock, blues rock, glam metal"
555,http://fr.dbpedia.org/resource/Gwoka
556,http://fr.dbpedia.org/resource/Punk_celtique
557,http://fr.dbpedia.org/resource/Musique_irlandaise
558,http://fr.dbpedia.org/resource/Avant-jazz
559,http://fr.dbpedia.org/resource/Be_bop
560,http://fr.dbpedia.org/resource/Rock_sudiste
561,http://fr.dbpedia.org/resource/Goth_metal
562,http://fr.dbpedia.org/resource/Hierophant_black_metal
563,http://fr.dbpedia.org/resource/Hiphop
564,http://fr.dbpedia.org/resource/Kuduro
565,http://fr.dbpedia.org/resource/Guitare_classique
566,http://fr.dbpedia.org/resource/New_age_(musique)
567,http://fr.dbpedia.org/resource/Théâtre
568,http://fr.dbpedia.org/resource/Folk_Electrique
569,http://fr.dbpedia.org/resource/Death_rock
570,http://fr.dbpedia.org/resource/Rock_garage
571,"Dance, Pop"
572,http://fr.dbpedia.org/resource/Death_metal_mélodique
573,"Jazz, jazz-rock, rock and roll, etc."
574,"Alternative rock, post-grunge, pop"
575,http://fr.dbpedia.org/resource/Art_rock
576,http://fr.dbpedia.org/resource/Eurobeat
577,http://fr.dbpedia.org/resource/Electro-indus
578,http://fr.dbpedia.org/resource/Schlager
579,"Pop, indie"
580,http://fr.dbpedia.org/resource/Crustcore
581,http://fr.dbpedia.org/resource/Grindcore
582,http://fr.dbpedia.org/resource/Musiques_électroniques
583,http://fr.dbpedia.org/resource/Arabesque_music
584,http://fr.dbpedia.org/resource/Musique_algérienne
585,http://fr.dbpedia.org/resource/Progressive
586,"Blues, folk et rock instrumental"
587,http://fr.dbpedia.org/resource/Jazz_funk
588,http://fr.dbpedia.org/resource/Rap_metal
589,http://fr.dbpedia.org/resource/Rapcore
590,http://fr.dbpedia.org/resource/Power_Pop
591,http://fr.dbpedia.org/resource/Pop-Folk_(musique)
592,http://fr.dbpedia.org/resource/Hardcore
593,http://fr.dbpedia.org/resource/Rock_identitaire
594,Chansons en alsacien
595,http://fr.dbpedia.org/resource/Jazz_manouche
596,http://fr.dbpedia.org/resource/Jazz_Balkanique
597,http://fr.dbpedia.org/resource/Pop_traditionnel
598,http://fr.dbpedia.org/resource/Tsugaru_shamisen
599,http://fr.dbpedia.org/resource/JRock
600,http://fr.dbpedia.org/resource/Electro_dark
601,http://fr.dbpedia.org/resource/Electro_metal
602,http://fr.dbpedia.org/resource/Urban_pop
603,http://fr.dbpedia.org/resource/Electrop
604,http://fr.dbpedia.org/resource/French_touch_(musique)
605,http://fr.dbpedia.org/resource/French_house
606,http://fr.dbpedia.org/resource/Chopped_and_screwed
607,Folklore québécois
608,http://fr.dbpedia.org/resource/Art_lyrique
609,http://fr.dbpedia.org/resource/Musique_française
610,http://fr.dbpedia.org/resource/Semi-classique
611,http://fr.dbpedia.org/resource/Folklore_polonais
612,http://fr.dbpedia.org/resource/Metal_oriental
613,http://fr.dbpedia.org/resource/Pop_indé
614,http://fr.dbpedia.org/resource/Musique_Électronique
615,http://fr.dbpedia.org/resource/Pimba
616,http://fr.dbpedia.org/resource/Pop_latino
617,"Pop, soul"
